Simulation,Mean,Std
181,0.3545091228917165,0.05551297412479959
182,0.3559050305642432,0.05575931444386547
183,0.35603035877482836,0.05470915907255003
184,0.3557514826109227,0.055329413502063364
185,0.35584451874661904,0.05534376683914709
186,0.35707656993401193,0.05512191752936946
187,0.35570719812599666,0.05525883313434817
188,0.3567022645981266,0.05519578545680743
189,0.3553125549171121,0.05533442272424697
190,0.35632628934686905,0.05539256071369
191,0.35692202735067896,0.05595497699750187
192,0.35553900899814084,0.055879552953593675
193,0.35604545899994144,0.05551746934731429
194,0.355841354269519,0.05506116674133519
195,0.3554071467556934,0.055939542722965724
196,0.35655176730014376,0.05516329292261095
197,0.3544918146553446,0.05473191641203565
198,0.35727606601139755,0.055867661351278325
199,0.35651422326427346,0.05535048023573995
200,0.35586369570550813,0.054626292134904934
201,0.35598524090169054,0.05618392389672119
202,0.3543607319465421,0.0545521546151374
203,0.3567489747696391,0.054657808849098766
204,0.3550047507282372,0.05540581014196439
205,0.35576840805420024,0.05552914318932154
206,0.3556226092261662,0.05569112209379679
207,0.3557277021708723,0.05425721595288959
208,0.3557181336999803,0.055108204738484524
209,0.3561688113197821,0.055092162342737616
210,0.35598197086034267,0.05532201630293692
211,0.3562917716108793,0.05525770140899431
212,0.35571929403618946,0.05575641451842969
213,0.3556186577559133,0.05552532541602716
214,0.35574683005520424,0.05523906933185168
215,0.3559263665112146,0.05495550364327144
216,0.3550037442110751,0.05533001959453206
217,0.3553373003279501,0.05528404756532139
218,0.3556204613959359,0.05594282729477155
219,0.3554637506781164,0.05519912640821844
220,0.3570702087201831,0.0554178818385206
221,0.3567011159694912,0.05521563823682479
222,0.35640187878737395,0.05519859735046442
223,0.35779102648194533,0.05524610963966962
224,0.3560685865694823,0.05545623681948694
225,0.3547549982482769,0.05523953834191302
226,0.3569592356263148,0.05471452460981612
227,0.3544106808737336,0.0554115824789099
228,0.3550393120412236,0.054781042370654696
229,0.3562382033394529,0.055194110008128225
230,0.356008471922417,0.0555512584752067
231,0.3550855263280411,0.05543931771855773
232,0.3544712269232524,0.055520812785249264
233,0.3546959059373041,0.05493645818866954
234,0.3564893183692553,0.05478771430773236
235,0.3562240584031604,0.05570475568226564
236,0.3561126521985941,0.055255082128084144
237,0.35611551331986985,0.05537112347594685
238,0.35535606561573346,0.0553429413660657
239,0.3569700099837281,0.056026174319936055
240,0.35679139581964864,0.05548370632822873
241,0.35467177601781275,0.05515252853254119
242,0.3551629729391872,0.05588116374984004
243,0.356114529218529,0.05615805234312512
244,0.35578370389560376,0.054777695810252394
245,0.3569870925611464,0.05474494311350834
246,0.35554950928502094,0.05558482127681224
247,0.3558847409229481,0.05559191050336852
248,0.35588284061432834,0.055182153809026975
249,0.3547100624975754,0.054921892461904244
250,0.35749650521847026,0.05552325460388608
251,0.35675258220350636,0.055881384795590364
252,0.35543962785941297,0.05553679697102601
253,0.35559985552744355,0.054900673158186544
254,0.35519349712990017,0.054801754062156385
255,0.35600373540717667,0.05526339809920798
